,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E06000058,E06000059,E06000060,E06000061,E06000062,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,S12000005,S12000006,S12000008,S12000010,S12000011,S12000013,S12000014,S12000017,S12000018,S12000019,S12000020,S12000021,S12000023,S12000026,S12000027,S12000028,S12000029,S12000030,S12000033,S12000034,S12000035,S12000036,S12000038,S12000039,S12000040,S12000041,S12000042,S12000045,S12000047,S12000048,S12000049,S12000050,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E09000014,0,0,1,2,3,4,0,4,2,1,3,3,3,2,1,7,0,2,0,1,0,9,0,8,4,2,0,2,6,43,16,49,19,5,9,14,32,21,18,30,18,18,6,0,0,5,4,3,5,0,13,11,21,0,15,7,119,6,18,54,5,0,3,16,4,1,1,1,1,1,0,1,1,1,0,0,1,0,2,3,0,4,3,0,4,0,0,3,0,3,6,39,13,37,19,34,14,186,102,14,9,5,74,1,1,0,3,1,1,3,2,1,0,0,6,2,7,4,2,0,277,48,271,26,59,108,6,3,32,5,8,11,15,0,1,8,17,15,2,3,0,4,0,0,0,0,0,0,0,0,0,6,1,1,0,1,2,3,1,1,0,1,5,1,6,1,1,5,2,6,5,1,1,8,4,0,0,1,2,1,0,0,3,0,0,6,12,7,6,3,4,0,11,3,1,1,0,0,0,0,1,6,4,3,30,8,13,7,11,26,24,2,14,10,4,3,1,2,2,0,1,3,1,11,10,1,0,7,0,6,0,0,0,160,168,122,48,3,19,7,2,2,15,4,1,13,0,3,6,1,0,8,1,5,0,0,12,3,5,2,0,0,1,61,10,0,10,5,4,4,8,0,0,15,3,0,1953,186,2666,60,1161,61,5837,134,479,4842,170,3882,775,88194,219,156,242,227,4681,1471,55,810,149,137,703,350,68,1139,47,1435,1332,528,6469,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,6,0,5,1,0,0,4,0,1,0,5,0,8,0,0
E09000015,0,0,0,1,2,0,0,10,1,0,18,1,2,0,6,10,1,17,1,3,4,6,8,6,5,5,1,2,14,214,18,17,10,27,30,52,343,94,30,84,20,3,13,6,4,12,5,3,2,0,17,37,111,1,10,13,679,15,31,38,5,2,4,17,0,0,0,0,0,1,2,1,0,8,0,0,1,1,2,0,0,4,2,2,3,1,6,2,6,1,14,27,16,24,3,13,12,55,21,2,3,2,16,2,1,5,1,1,0,15,2,2,1,2,10,0,0,11,0,1,55,321,1381,62,851,1655,7,13,16,8,3,7,10,5,0,14,11,5,0,0,1,2,0,5,2,0,0,0,0,1,1,5,3,2,0,2,1,0,0,0,1,0,12,0,1,0,0,5,2,1,5,1,0,2,5,0,3,1,1,3,1,0,0,1,0,13,38,31,23,9,8,3,9,1,1,1,2,0,4,0,0,2,5,3,73,10,33,20,31,84,127,22,7,13,24,4,1,4,14,3,2,10,4,24,1,8,6,5,3,1,0,1,0,394,266,51,100,6,12,15,2,4,3,0,0,8,1,2,1,1,1,12,0,1,4,0,1,0,0,1,2,0,0,67,13,3,5,6,9,2,9,1,1,19,1,0,1017,63,3542,30,8759,37,2326,65,3665,353,92,217,1036,264,80600,51,5026,832,651,1051,96,472,50,65,199,54,229,555,49,717,106,352,3243,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0,1,3,0,0,4,1,0,1,1,4,6,0,0
E09000016,0,1,0,0,2,3,5,1,4,0,3,0,4,0,1,2,0,5,4,1,6,3,6,2,4,4,1,1,14,20,280,2702,68,7,4,6,7,8,9,19,23,6,2,2,0,3,2,0,2,0,14,5,14,0,9,5,51,3,17,33,3,1,8,21,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,5,5,3,1176,76,1820,97,575,62,999,196,63,123,21,133,1,0,2,1,0,0,4,0,2,4,4,11,0,5,4,3,6,109,23,66,19,24,18,1,8,260,13,57,50,49,0,20,10,31,7,3,0,0,1,1,0,2,1,0,0,0,0,1,3,0,0,2,0,0,0,3,2,2,0,2,0,4,0,0,1,2,2,3,3,2,0,1,0,0,0,0,0,2,1,0,1,1,1,22,5,4,0,2,3,0,1,4,1,1,0,3,1,0,12,9,1,24,5,12,10,11,9,14,4,12,6,8,2,3,0,1,3,1,2,2,21,9,8,1,0,0,1,2,1,0,68,60,58,10,15,8,3,5,4,8,0,1,3,2,0,2,0,0,3,0,3,3,0,1,1,7,2,3,0,0,31,4,0,8,5,1,1,3,0,0,10,0,5,1979,4573,169,525,145,120,1133,84,155,472,440,743,232,302,30,87634,91,95,753,356,26,451,181,58,2826,4076,22,694,28,2542,1076,222,1989,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
E09000017,1,1,0,1,1,3,3,3,6,0,6,0,14,2,4,5,4,7,8,2,1,9,15,6,11,4,3,6,4,100,9,14,11,102,51,140,2546,521,127,51,9,9,13,3,2,4,3,3,2,0,16,13,67,2,17,9,2586,10,40,10,2,1,1,10,1,2,0,0,0,4,2,1,2,0,0,0,0,2,5,1,0,3,2,0,0,1,4,2,4,1,4,23,13,5,0,8,13,23,10,5,0,3,18,5,30,0,2,3,5,40,12,2,14,16,38,4,9,75,6,10,27,206,337,21,1184,777,1,3,20,2,12,6,16,2,7,7,9,0,0,0,1,3,1,2,1,10,1,1,0,2,1,3,3,0,0,3,1,1,0,0,7,0,5,0,0,0,0,3,2,0,7,2,0,2,6,0,3,0,3,6,0,1,0,0,2,24,79,57,25,11,5,1,13,4,6,2,0,1,1,0,2,1,4,1,230,31,85,34,30,397,650,76,5,34,110,3,0,5,23,5,2,3,5,41,7,8,9,9,1,5,3,2,0,191,134,26,40,8,20,6,3,1,8,0,0,2,1,2,6,0,0,1,2,0,4,3,1,2,2,0,2,1,0,49,12,5,7,12,3,6,11,1,1,13,1,0,671,41,643,22,3065,39,1178,70,7851,136,43,118,1552,117,3146,25,100528,4180,415,971,168,305,35,114,145,41,540,373,44,379,66,374,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,9,1,0,0,0,0,1,0,3,0,2,0,0,3,5,1,0,1,2,1,5,1,0,7,0,0,0,0,0,1,3,0
E09000018,0,0,0,2,0,11,6,4,1,10,3,2,7,0,2,8,1,7,0,1,4,5,9,15,3,2,0,22,1,24,17,6,13,99,63,123,1984,376,117,30,12,5,9,6,2,1,0,2,8,0,49,12,26,0,27,12,412,6,42,29,6,1,4,10,2,0,0,2,0,0,0,1,12,0,0,0,0,3,4,1,1,1,2,0,0,0,12,2,5,0,11,19,2,5,0,13,9,20,9,7,0,5,13,2,18,0,2,3,1,60,15,4,11,2,34,6,2,67,6,14,5,49,55,12,83,84,10,0,21,1,12,4,14,4,2,0,5,8,0,0,0,0,3,6,2,0,0,0,0,0,7,4,2,0,1,0,1,2,2,3,1,0,2,0,4,0,3,6,1,0,1,0,0,1,4,0,3,0,0,1,0,0,1,0,0,18,25,47,13,3,4,4,8,1,0,4,1,0,5,0,3,4,2,2,797,62,134,76,45,875,2866,143,44,40,180,1,8,5,5,3,1,16,11,61,5,13,0,3,0,0,5,1,2,66,50,3,15,6,5,7,2,1,12,3,0,6,1,0,3,0,0,9,2,5,3,0,13,2,3,1,2,1,1,50,14,5,17,18,6,10,5,0,3,7,0,0,742,26,252,28,1042,42,1011,116,6127,106,74,123,2861,120,403,11,8929,89443,347,2068,1103,588,38,328,139,35,6691,485,114,388,62,985,3030,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,1,8,0,0,0,0,2,0,1,0,2,1,1,0,2,1,6,6,4,0,1,0,2,1,0
E09000019,0,1,0,0,0,0,2,0,0,4,5,0,7,3,1,1,4,8,6,0,1,2,8,2,0,1,0,0,5,27,4,28,12,5,17,7,19,8,15,22,13,4,5,2,3,2,1,3,4,0,7,9,3,0,10,8,62,4,3,33,1,0,4,14,1,1,1,0,0,2,0,1,0,0,0,0,0,3,1,4,0,1,0,0,0,0,2,1,1,4,5,21,10,14,2,15,3,58,40,1,3,0,11,2,0,0,0,0,0,2,0,0,1,0,3,0,1,2,1,4,31,20,97,14,61,43,3,4,32,3,4,5,19,0,5,2,3,4,0,0,0,1,2,2,0,0,0,0,0,1,4,1,0,2,0,5,0,0,0,1,2,0,0,0,2,0,3,4,3,3,2,0,0,4,2,0,0,0,0,4,2,0,0,0,2,7,23,9,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,12,6,15,6,9,13,17,2,6,4,5,2,1,2,2,2,1,1,3,8,6,3,1,7,0,2,2,0,0,52,80,31,56,5,9,6,2,1,10,0,0,2,3,0,1,0,1,12,0,2,0,0,1,1,1,2,3,0,5,21,8,3,3,2,2,3,1,1,1,3,2,1,2580,100,958,38,501,65,6360,75,254,889,136,2788,644,1889,94,86,129,200,83879,981,33,805,147,72,460,143,69,1086,38,1709,562,338,4915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,2,1,0
E09000020,0,0,0,0,2,0,3,1,0,7,6,1,1,2,0,2,0,0,2,2,1,1,2,0,2,4,0,6,0,16,2,2,4,14,10,6,29,31,8,3,4,0,2,1,0,1,1,1,3,0,27,2,2,1,4,3,67,6,8,15,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0,1,7,1,7,2,4,5,6,2,0,0,0,1,3,5,0,3,0,2,7,5,2,0,1,4,0,5,10,1,7,7,11,17,4,21,9,3,7,3,1,3,4,2,1,2,4,2,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,2,3,0,0,0,1,0,0,0,0,1,0,0,2,0,5,5,20,6,16,5,3,0,0,0,1,0,0,0,0,0,0,0,3,0,31,7,15,6,5,19,18,5,0,4,7,0,0,1,3,3,3,2,2,11,7,15,1,2,0,0,1,0,0,15,12,4,4,3,0,1,1,0,7,0,0,0,0,0,2,3,1,4,1,2,0,0,4,0,10,0,1,0,10,9,3,1,2,2,0,0,0,0,1,9,0,1,1516,9,138,8,566,19,1452,37,529,56,35,202,1817,82,55,22,166,353,445,51848,47,421,27,84,80,34,123,361,42,679,37,563,5969,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0
E09000021,0,1,0,0,0,0,0,1,1,8,3,1,0,0,0,1,0,3,4,0,0,1,10,1,5,1,1,2,2,5,0,9,6,34,24,21,60,54,35,9,16,23,6,3,2,4,0,1,16,0,15,4,5,0,13,2,82,3,2,8,0,2,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,4,3,4,0,2,7,0,1,0,3,7,4,5,1,0,3,2,0,2,2,0,1,0,24,15,3,3,1,26,9,8,47,1,13,5,8,9,0,28,13,11,2,14,4,2,7,15,1,2,3,8,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,8,4,4,5,0,1,1,1,0,1,0,0,1,0,3,0,0,1,2114,1154,374,443,310,224,255,58,35,87,171,1,0,0,1,1,0,4,14,58,23,15,3,1,1,2,4,0,1,16,10,2,0,2,3,5,1,0,7,1,0,1,0,0,0,0,2,0,3,1,0,1,1,1,3,5,1,0,0,11,5,2,0,6,0,3,2,2,0,3,0,1,516,7,41,20,110,60,480,367,264,28,37,75,710,27,21,5,336,734,161,582,62651,632,37,2297,57,14,2477,349,1018,241,16,1784,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,0,2,1,4,0,0,0,0,0,2,0,4
E09000022,0,0,0,3,3,0,3,2,0,0,8,0,7,1,5,7,0,3,2,0,5,13,7,16,7,4,0,11,4,10,8,21,27,7,11,18,42,30,42,22,36,14,8,1,7,3,5,1,6,0,29,5,3,2,14,10,77,7,27,13,2,3,4,10,0,2,2,2,0,0,1,0,2,0,1,0,0,0,0,1,1,1,1,0,10,1,4,3,6,0,6,16,2,21,21,14,13,61,18,0,0,4,15,1,5,1,6,0,1,13,7,1,5,0,13,1,5,31,0,8,9,16,61,5,61,45,7,7,108,7,6,33,41,5,7,10,17,26,1,0,0,1,2,3,0,0,8,0,1,0,1,2,1,1,1,3,0,0,5,11,3,1,6,0,3,1,0,1,1,3,3,1,2,1,4,0,0,0,2,2,1,0,0,0,0,10,18,9,16,6,3,1,3,3,3,1,0,1,1,0,0,1,4,1,145,149,72,49,121,54,42,14,47,13,47,9,2,1,5,7,1,6,5,56,14,17,1,1,3,2,4,4,1,87,42,32,14,1,17,9,6,4,11,0,0,14,3,3,3,0,0,6,3,7,4,2,5,1,4,5,10,1,1,51,20,3,9,9,1,2,3,0,3,7,0,0,3472,79,204,143,411,867,3805,2489,448,171,560,787,1698,271,84,46,265,446,1467,3116,441,127196,1287,1601,453,74,469,6885,794,1687,179,7042,10332,0,2,0,2,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,5,0,0,2,2,0,3,0,0,0,0,15,1,0,2,9,6,0,0,0,0,0,2,0
E09000023,0,0,0,0,7,1,2,12,1,4,1,1,4,5,2,6,1,7,2,2,3,17,13,4,5,5,1,6,3,14,14,83,128,8,4,12,30,9,20,16,41,7,4,2,3,2,5,1,9,0,18,2,10,0,13,9,53,5,7,12,4,1,10,8,0,2,0,3,0,4,0,0,0,0,0,0,0,1,2,1,0,3,0,1,3,0,21,2,2,3,9,42,5,25,15,16,7,46,15,2,6,7,16,2,5,0,0,1,2,3,4,2,0,1,5,1,4,11,3,0,13,15,28,5,23,23,12,26,332,9,62,57,206,5,23,2,87,37,0,0,1,3,2,1,0,1,0,0,0,1,1,3,0,1,1,20,0,1,2,5,0,0,1,0,6,0,1,0,2,3,5,1,2,2,2,1,0,0,0,0,1,0,2,0,0,16,15,5,6,3,3,0,4,3,5,2,0,0,2,0,0,26,6,0,27,58,20,27,108,26,23,11,91,18,16,0,5,1,10,3,5,6,5,77,29,17,15,0,0,7,1,1,0,102,23,16,6,4,12,5,3,3,7,0,3,4,3,1,0,0,0,5,0,5,3,4,1,0,4,6,1,0,1,53,4,4,20,13,0,0,11,0,2,8,1,1,2381,137,182,1114,259,5769,2331,1977,214,137,4061,889,738,206,48,84,105,166,1174,1180,121,4355,105720,381,863,126,148,7505,358,2348,201,1326,5617,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,0,1,2,2,0,1,0,1,1,0,0,1,2,0,0,1,2,2,2,0,1,0,1,0,0,0,2,0,0
E09000024,0,0,0,0,0,0,0,1,3,5,2,0,0,6,3,6,0,2,4,1,0,6,7,3,7,4,1,3,4,8,7,15,22,16,6,10,56,22,16,12,35,15,11,1,5,5,3,3,3,0,14,7,14,1,13,3,53,7,12,15,4,1,1,4,2,0,1,3,0,0,1,0,0,0,0,0,0,0,6,3,0,2,0,0,2,2,6,5,4,6,12,9,0,1,1,5,9,13,4,2,0,3,10,0,2,0,4,4,0,19,25,0,0,6,6,4,5,23,0,5,8,7,26,3,19,22,7,5,19,5,10,16,23,2,7,0,19,8,0,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,1,0,0,1,3,10,1,0,0,0,0,4,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,0,1,2,1,8,13,4,0,2,4,0,4,0,0,0,0,0,1,0,0,3,3,1,512,673,211,200,449,157,80,49,84,38,89,3,1,1,7,0,4,7,6,59,23,25,5,1,0,0,0,0,0,27,11,6,13,1,4,3,1,0,3,0,0,1,0,1,2,0,0,3,1,6,2,1,1,1,4,3,1,0,0,28,5,4,4,6,1,2,3,0,0,8,0,0,1099,16,93,46,189,247,1159,2391,273,64,141,182,1279,86,29,7,236,424,484,1523,2493,2661,212,75759,172,15,917,1151,3462,581,53,7249,3135,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,2,0
E09000025,3,0,1,2,4,1,1,14,2,1,1,3,9,0,7,21,1,5,2,1,7,25,12,6,9,8,1,3,8,32,84,886,99,8,9,27,52,26,23,20,22,11,11,4,9,7,15,0,11,0,26,10,22,2,23,31,57,14,31,53,7,0,11,22,2,1,2,1,2,1,4,1,0,0,1,0,0,1,8,0,5,0,2,1,4,0,7,5,5,6,21,273,59,185,26,128,30,479,174,18,32,35,122,0,7,8,1,1,1,8,5,0,3,2,14,0,5,12,7,15,125,37,76,11,44,69,27,13,205,14,59,29,59,23,14,11,51,12,4,0,3,7,3,9,4,1,4,1,0,4,1,5,3,1,0,2,2,0,5,9,0,2,0,1,7,2,4,10,1,7,4,5,0,2,4,2,1,0,0,3,3,0,0,2,0,1,22,17,16,6,19,6,9,0,1,1,2,3,2,0,5,5,5,1,86,31,23,19,27,26,20,12,35,14,15,4,6,6,11,6,3,5,6,32,10,15,7,12,2,6,5,3,2,149,112,56,19,25,16,15,13,5,16,1,1,3,6,1,4,1,0,11,8,5,5,2,6,0,8,7,1,0,0,94,12,7,24,10,3,3,14,1,8,9,1,2,3611,2731,482,439,555,275,3567,247,429,908,1970,2777,914,843,137,1839,194,225,2172,1872,105,1567,731,182,101844,3508,105,2514,84,8569,3383,796,7367,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,4,1,1,3,2,0,0,0,0,0,0,0,6,0,0,1,1,0,0,5,0,0,2,2,0,0,1,6,2,0,0,0,0,3,0,0
E09000026,0,3,2,2,2,0,0,6,4,2,2,0,3,4,3,9,2,13,1,1,2,6,22,3,3,4,15,2,9,43,129,938,65,9,2,19,49,9,19,26,26,8,8,2,0,1,2,2,3,0,37,9,13,2,7,16,70,7,15,59,7,2,21,31,2,1,3,1,1,2,8,0,0,0,2,0,0,0,6,4,1,0,0,1,3,0,8,3,2,1,3,388,59,361,44,340,41,2239,315,38,42,15,147,2,1,0,0,2,3,10,0,3,0,0,9,0,3,2,1,5,210,35,128,22,34,49,12,9,128,10,40,32,32,4,13,6,20,8,2,0,1,0,1,1,0,0,3,0,0,0,0,2,1,0,0,3,0,1,0,0,0,5,2,0,2,0,3,3,3,13,7,0,0,1,1,0,4,0,3,4,0,0,0,1,0,7,13,11,6,3,16,10,4,0,11,3,0,0,0,0,6,7,22,6,30,12,9,8,22,17,31,9,19,7,19,0,1,7,11,9,1,5,1,19,6,12,5,7,0,5,1,0,0,105,98,101,20,6,33,11,11,0,4,1,1,3,1,0,1,2,1,8,5,4,0,1,5,1,5,4,2,0,0,65,7,9,9,10,4,0,13,2,2,7,3,6,2488,4000,455,154,369,111,2189,131,305,1339,545,1752,486,902,87,3595,190,144,1419,768,62,734,244,91,6631,89893,35,1163,43,4590,4403,393,3629,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,2,7,6,1,1,0,0,4,1,2,1,1,0,1,2,0,3,0,0,0,4,0,2,0,0
E09000027,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,7,0,5,7,0,0,4,14,4,7,2,0,11,4,5,3,6,5,51,14,23,164,105,42,8,18,8,6,4,0,0,1,2,1,0,15,4,14,2,8,7,178,2,4,12,3,0,0,2,0,0,1,0,0,4,0,0,2,0,2,0,0,0,3,0,2,3,0,0,0,0,6,0,0,0,0,2,1,4,0,10,4,7,2,2,1,1,9,3,0,0,1,0,2,25,11,3,2,3,33,2,2,26,4,5,3,10,25,4,45,15,5,6,4,1,3,3,9,2,1,1,9,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,11,7,8,3,0,6,0,0,0,2,0,2,1,0,2,0,1,1,3,647,89,133,77,50,348,688,97,14,30,93,2,0,1,3,1,3,1,4,19,10,10,6,1,1,0,0,0,0,24,16,5,4,0,2,4,0,0,8,1,0,0,1,0,0,0,2,3,0,4,0,0,2,0,0,0,0,0,0,15,1,1,2,4,2,0,2,2,2,6,0,0,763,16,53,6,256,25,631,95,819,21,30,95,1230,31,44,11,874,3339,203,966,2140,486,34,512,62,3,76716,363,153,302,13,1233,1949,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,1,1,0,1
E09000028,1,0,0,3,11,1,3,0,3,1,3,0,7,6,4,6,1,7,1,4,3,11,11,8,5,5,0,5,3,23,21,51,39,11,5,12,39,15,18,22,34,11,6,2,4,7,2,4,5,0,19,7,10,0,26,14,80,5,13,35,0,1,9,11,1,0,7,0,1,4,0,2,0,0,2,0,0,0,7,5,0,2,1,0,4,1,1,2,6,6,9,44,8,55,24,16,14,62,25,3,4,0,19,0,1,1,5,2,1,10,3,3,3,0,3,1,7,19,0,15,42,22,33,11,23,28,29,17,125,7,33,44,64,1,8,4,27,39,0,1,0,0,2,3,2,0,3,0,1,1,1,0,0,3,3,3,0,0,3,17,1,0,2,0,1,0,1,6,2,14,2,0,0,1,1,0,0,2,1,4,3,0,0,0,0,0,29,8,12,2,7,0,7,2,1,0,0,0,2,0,0,1,9,3,101,41,42,28,86,31,45,8,39,10,28,0,4,7,9,7,0,3,9,53,8,10,7,3,0,7,0,0,1,86,57,43,13,5,11,6,0,3,1,0,0,3,1,2,9,4,3,9,1,12,2,3,3,0,6,5,10,0,0,85,15,6,14,6,3,6,0,2,3,31,0,7,4306,141,275,357,408,976,3780,1146,346,256,1408,1153,1208,256,78,95,209,249,1548,2113,188,8842,2881,508,841,126,225,114837,316,2906,252,2294,8809,1,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,1,0,4,0,0,0,0,0,0,0,0,2,2,0,0,2,2,6,0,0,1,0,1,2,2,0,14,3,0,0,0,0,0,0,0
E09000029,0,0,0,0,1,2,1,2,1,8,0,0,0,1,1,6,0,12,4,2,1,0,3,0,3,2,1,5,7,11,1,10,27,13,8,9,41,27,17,8,47,8,6,4,2,1,3,1,4,0,21,3,11,1,10,13,46,1,6,10,1,0,3,5,0,2,1,0,0,0,1,0,1,0,2,0,2,0,4,0,0,0,1,2,1,0,0,0,7,10,10,9,2,5,5,8,6,16,2,4,0,0,2,1,0,0,2,0,0,21,10,4,3,0,13,4,1,27,5,11,4,11,12,6,28,22,7,2,37,1,13,31,52,5,11,6,14,21,1,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,2,0,2,0,9,3,0,0,0,2,1,0,0,0,0,1,1,2,2,0,0,2,2,1,3,0,0,0,5,0,4,13,4,3,2,2,0,3,0,1,0,0,0,0,0,1,1,0,1,485,2573,224,597,2075,123,71,28,315,31,110,1,3,2,1,1,6,6,7,219,48,64,9,1,0,0,1,0,2,36,7,2,5,3,4,8,2,1,2,1,0,1,0,1,0,1,1,4,0,0,0,1,1,6,1,0,3,0,0,10,5,3,3,4,1,2,5,1,1,6,0,2,687,14,45,46,116,421,545,4377,155,30,111,85,597,42,22,15,190,299,240,694,2204,1434,201,4956,103,11,435,762,71695,358,35,3262,1634,2,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,0,1,0,0,3,3,0,2,0,0,0,0,0,0
